lemma,pos,ner
close,VBD,O
the,DT,O
door,NN,O
.,.,O
there,EX,O
be,VBD,O
a,DT,O
thick,JJ,O
fog,NN,O
",",",",O
and,CC,O
nothing,NN,O
could,MD,O
be,VB,O
see,VBN,O
.,.,O
"""",``,O
"""",``,O
no,UH,O
better,RBR,O
explanation,NN,O
can,MD,O
be,VB,O
give,VBN,O
with,IN,O
we,PRP$,O
present,JJ,O
knowledge,NN,O
;,:,O
and,CC,O
yet,RB,O
consider,VB,O
",",",",O
Sherlock,NNP,PERSON
",",",",O
how,WRB,O
much,JJ,O
you,PRP,O
leave,VBP,O
untouched,JJ,O
.,.,O
we,PRP,O
will,MD,O
suppose,VB,O
",",",",O
for,IN,O
argument,NN,O
's,POS,O
sake,NN,O
",",",",O
that,DT,O
young,JJ,O
Cadogan,NNP,PERSON
West,NNP,PERSON
have,VBD,O
determine,VBN,O
to,TO,O
convey,VB,O
these,DT,O
papers,NNS,O
to,IN,O
London,NNP,LOCATION
.,.,O
he,PRP,O
would,MD,O
naturally,RB,O
have,VB,O
make,VBN,O
a,DT,O
appointment,NN,O
with,IN,O
the,DT,O
foreign,JJ,O
agent,NN,O
and,CC,O
keep,VBD,O
he,PRP$,O
evening,NN,O
clear,JJ,O
.,.,O
instead,RB,O
of,IN,O
that,IN,O
he,PRP,O
take,VBD,O
two,CD,O
ticket,NNS,O
for,IN,O
the,DT,O
theatre,NN,O
",",",",O
escort,VBD,O
he,PRP$,O
fiancee,NN,O
halfway,RB,O
there,RB,O
",",",",O
and,CC,O
then,RB,O
suddenly,RB,O
disappear,VBD,O
.,.,O
"""",``,O
"""",``,O
a,DT,O
blind,JJ,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
",",",",O
who,WP,O
have,VBD,O
sit,VBN,O
listen,VBG,O
with,IN,O
some,DT,O
impatience,NN,O
to,IN,O
the,DT,O
conversation,NN,O
.,.,O
"""",'',O
a,DT,O
very,RB,O
singular,JJ,O
one,NN,O
.,.,O
that,DT,O
be,VBZ,O
objection,NN,O
no.,NN,O
1,CD,O
.,.,O
objection,NN,O
no.,NN,O
2,CD,O
:,:,O
we,PRP,O
will,MD,O
suppose,VB,O
that,IN,O
he,PRP,O
reach,VBZ,O
London,NNP,LOCATION
and,CC,O
see,VBZ,O
the,DT,O
foreign,JJ,O
agent,NN,O
.,.,O
he,PRP,O
must,MD,O
bring,VB,O
back,RB,O
the,DT,O
papers,NNS,O
before,IN,O
morning,NN,O
or,CC,O
the,DT,O
loss,NN,O
will,MD,O
be,VB,O
discover,VBN,O
.,.,O
he,PRP,O
take,VBD,O
away,RB,O
ten,CD,O
.,.,O
only,RB,O
seven,CD,O
be,VBD,O
in,IN,O
he,PRP$,O
pocket,NN,O
.,.,O
what,WP,O
have,VBD,O
become,VBN,O
of,IN,O
the,DT,O
other,JJ,O
three,CD,O
?,.,O
he,PRP,O
certainly,RB,O
would,MD,O
not,RB,O
leave,VB,O
they,PRP,O
of,IN,O
he,PRP$,O
own,JJ,O
free,JJ,O
will,NN,O
.,.,O
then,RB,O
",",",",O
again,RB,O
",",",",O
where,WRB,O
be,VBZ,O
the,DT,O
price,NN,O
of,IN,O
he,PRP$,O
treason,NN,O
?,.,O
once,RB,O
would,MD,O
have,VB,O
expect,VBN,O
to,TO,O
find,VB,O
a,DT,O
large,JJ,O
sum,NN,O
of,IN,O
money,NN,O
in,IN,O
he,PRP$,O
pocket,NN,O
.,.,O
"""",``,O
"""",``,O
it,PRP,O
seem,VBZ,O
to,IN,O
I,PRP,O
perfectly,RB,O
clear,JJ,O
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",'',O
I,PRP,O
have,VBP,O
no,DT,O
doubt,NN,O
at,IN,O
all,DT,O
as,IN,O
to,IN,O
what,WP,O
occur,VBD,O
.,.,O
he,PRP,O
take,VBD,O
the,DT,O
papers,NNS,O
to,TO,O
sell,VB,O
they,PRP,O
.,.,O
he,PRP,O
see,VBD,O
the,DT,O
agent,NN,O
.,.,O
they,PRP,O
could,MD,O
not,RB,O
agree,VB,O
as,IN,O
to,IN,O
price,NN,O
.,.,O
he,PRP,O
start,VBD,O
home,RB,O
again,RB,O
",",",",O
but,CC,O
the,DT,O
agent,NN,O
go,VBD,O
with,IN,O
he,PRP,O
.,.,O
in,IN,O
the,DT,O
train,NN,O
the,DT,O
agent,NN,O
murder,VBD,O
he,PRP,O
",",",",O
take,VBD,O
the,DT,O
more,JJR,O
essential,JJ,O
papers,NNS,O
",",",",O
and,CC,O
throw,VBD,O
he,PRP$,O
body,NN,O
from,IN,O
the,DT,O
carriage,NN,O
.,.,O
that,DT,O
would,MD,O
account,VB,O
for,IN,O
everything,NN,O
",",",",O
would,MD,O
it,PRP,O
not,RB,O
?,.,O
"""",``,O
"""",``,O
why,WRB,O
have,VBD,O
he,PRP,O
no,DT,O
ticket,NN,O
?,.,O
"""",``,O
"""",``,O
the,DT,O
ticket,NN,O
would,MD,O
have,VB,O
show,VBN,O
which,WDT,O
station,NN,O
be,VBD,O
nearest,JJS,O
the,DT,O
agent,NN,O
's,POS,O
house,NN,O
.,.,O
therefore,RB,O
he,PRP,O
take,VBD,O
it,PRP,O
from,IN,O
the,DT,O
murder,VBN,O
man,NN,O
's,POS,O
pocket,NN,O
.,.,O
"""",``,O
"""",``,O
Good,NNP,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
very,RB,O
good,JJ,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
.,.,O
"""",'',O
you,PRP$,O
theory,NN,O
hold,VBZ,O
together,RB,O
.,.,O
but,CC,O
if,IN,O
this,DT,O
be,VBZ,O
true,JJ,O
",",",",O
then,RB,O
the,DT,O
case,NN,O
be,VBZ,O
at,IN,O
a,DT,O
end,NN,O
.,.,O
on,IN,O
the,DT,O
one,CD,O
hand,NN,O
",",",",O
the,DT,O
traitor,NN,O
be,VBZ,O
dead,JJ,O
.,.,O
on,IN,O
the,DT,O
other,JJ,O
",",",",O
the,DT,O
plan,NNS,O
of,IN,O
the,DT,O
Bruce,NNP,LOCATION
-,HYPH,LOCATION
Partington,NNP,LOCATION
submarine,NN,O
be,VBP,O
presumably,RB,O
already,RB,O
on,IN,O
the,DT,O
continent,NN,O
.,.,O
what,WP,O
be,VBZ,O
there,RB,O
for,IN,O
we,PRP,O
to,TO,O
do,VB,O
?,.,O
"""",``,O
"""",``,O
to,TO,O
act,VB,O
",",",",O
Sherlock,NNP,PERSON
--,:,O
to,TO,O
act,VB,O
!,.,O
"""",``,O
cry,VBD,O
Mycroft,NNP,PERSON
",",",",O
spring,VBG,O
to,IN,O
he,PRP$,O
foot,NNS,O
.,.,O
"""",'',O
all,PDT,O
my,PRP$,O
instinct,NNS,O
be,VBP,O
against,IN,O
this,DT,O
explanation,NN,O
.,.,O
use,VB,O
you,PRP$,O
power,NNS,O
!,.,O
go,VB,O
to,IN,O
the,DT,O
scene,NN,O
of,IN,O
the,DT,O
crime,NN,O
!,.,O
see,VB,O
the,DT,O
people,NNS,O
concerned,JJ,O
!,.,O
leave,VB,O
no,DT,O
stone,NN,O
unturned,JJ,O
!,.,O
in,IN,O
all,DT,O
you,PRP$,O
career,NN,O
you,PRP,O
have,VBP,O
never,RB,O
have,VBN,O
so,RB,O
great,JJ,O
a,DT,O
chance,NN,O
of,IN,O
serve,VBG,O
you,PRP$,O
country,NN,O
.,.,O
"""",``,O
"""",``,O
well,UH,O
",",",",O
well,UH,O
!,.,O
"""",``,O
say,VBD,O
Holmes,NNP,PERSON
",",",",O
shrug,VBG,O
he,PRP$,O
shoulder,NNS,O
.,.,O
"""",'',O
come,VB,O
",",",",O
Watson,NNP,PERSON
!,.,O
and,CC,O
you,PRP,O
",",",",O
Lestrade,NNP,PERSON
",",",",O
could,MD,O
you,PRP,O
favour,VB,O
we,PRP,O
with,IN,O
you,PRP$,O
company,NN,O
for,IN,O
a,DT,O
hour,NN,O
or,CC,O
two,CD,O
?,.,O
we,PRP,O
will,MD,O
begin,VB,O
we,PRP$,O
investigation,NN,O
by,IN,O
a,DT,O
visit,NN,O
to,IN,O
Aldgate,NNP,LOCATION
Station,NNP,LOCATION
.,.,O
good,JJ,O
-,HYPH,O
bye,NN,O
",",",",O
Mycroft,NNP,PERSON
.,.,O
I,PRP,O
shall,MD,O
let,VB,O
you,PRP,O
have,VBP,O
a,DT,O
report,NN,O
before,IN,O
evening,NN,O
",",",",O
but,CC,O
I,PRP,O
warn,VBP,O
you,PRP,O
in,IN,O
advance,NN,O
that,WDT,O
you,PRP,O
have,VBP,O
little,JJ,O
to,TO,O
expect,VB,O
.,.,O
"""",``,O
a,DT,O
hour,NN,O
later,RB,O
Holmes,NNP,PERSON
",",",",O
Lestrade,NNP,PERSON
and,CC,O
I,PRP,O
stand,VBD,O
upon,IN,O
the,DT,O
Underground,NNP,O
railroad,NN,O
at,IN,O
the,DT,O
point,NN,O
where,WRB,O
it,PRP,O
emerge,VBZ,O
from,IN,O
the,DT,O
tunnel,NN,O
immediately,RB,O
before,IN,O
Aldgate,NNP,LOCATION
Station,NNP,LOCATION
.,.,O
a,DT,O
courteous,JJ,O
red,JJ,O
-,HYPH,O
faced,JJ,O
old,JJ,O
gentleman,NN,O
represent,VBD,O
the,DT,O
railway,NN,O
company,NN,O
.,.,O
"""",``,O
this,DT,O
be,VBZ,O
where,WRB,O
the,DT,O
young,JJ,O
man,NN,O
's,POS,O
body,NN,O
lay,VBD,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
indicate,VBG,O
a,DT,O
spot,NN,O
about,IN,O
three,CD,O
foot,NNS,O
from,IN,O
the,DT,O
metal,NNS,O
.,.,O
"""",``,O
it,PRP,O
could,MD,O
not,RB,O
have,VB,O
fall,VBN,O
from,IN,O
above,RB,O
",",",",O
for,IN,O
these,DT,O
",",",",O
as,IN,O
you,PRP,O
see,VBP,O
",",",",O
be,VBP,O
all,DT,O
blank,JJ,O
wall,NNS,O
.,.,O
therefore,RB,O
",",",",O
it,PRP,O
could,MD,O
only,RB,O
have,VB,O
come,VBN,O
from,IN,O
a,DT,O
train,NN,O
",",",",O
and,CC,O
that,IN,O
train,NN,O
",",",",O
so,RB,O
far,RB,O
as,IN,O
we,PRP,O
can,MD,O
trace,VB,O
it,PRP,O
",",",",O
must,MD,O
have,VB,O
pass,VBN,O
about,IN,O
midnight,NN,TIME
on,IN,O
Monday,NNP,DATE
.,.,O
"""",``,O
"""",``,O
have,VBP,O
the,DT,O
carriage,NNS,O
be,VBN,O
examine,VBN,O
for,IN,O
any,DT,O
sign,NN,O
of,IN,O
violence,NN,O
?,.,O
"""",``,O
"""",``,O
there,EX,O
be,VBP,O
no,DT,O
such,JJ,O
sign,NNS,O
",",",",O
and,CC,O
no,DT,O
ticket,NN,O
have,VBZ,O
be,VBN,O
find,VBN,O
.,.,O
"""",``,O
"""",``,O
no,DT,O
record,NN,O
of,IN,O
a,DT,O
door,NN,O
be,VBG,O
find,VBN,O
open,JJ,O
?,.,O
"""",``,O
"""",``,O
none,NN,O
.,.,O
"""",``,O
"""",``,O
we,PRP,O
have,VBP,O
have,VBN,O
some,DT,O
fresh,JJ,O
evidence,NN,O
this,DT,TIME
morning,NN,TIME
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
.,.,O
"""",'',O
a,DT,O
passenger,NN,O
who,WP,O
pass,VBD,O
Aldgate,NNP,LOCATION
in,IN,O
a,DT,O
ordinary,JJ,O
Metropolitan,NNP,O
train,NN,O
about,IN,O
11.40,CD,O
on,IN,O
Monday,NNP,DATE
night,NN,TIME
declare,VBZ,O
that,IN,O
he,PRP,O
hear,VBD,O
a,DT,O
heavy,JJ,O
thud,NN,O
",",",",O
as,IN,O
of,IN,O
a,DT,O
body,NN,O
strike,VBG,O
the,DT,O
line,NN,O
",",",",O
just,RB,O
before,IN,O
the,DT,O
train,NN,O
reach,VBD,O
the,DT,O
station,NN,O
.,.,O
there,EX,O
be,VBD,O
dense,JJ,O
fog,NN,O
",",",",O
however,RB,O
",",",",O
and,CC,O
nothing,NN,O
could,MD,O
be,VB,O
see,VBN,O
.,.,O
he,PRP,O
make,VBD,O
no,DT,O
report,NN,O
of,IN,O
it,PRP,O
at,IN,O
the,DT,O
time,NN,O
.,.,O
why,WRB,O
",",",",O
whatever,WDT,O
be,VBZ,O
the,DT,O
matter,NN,O
with,IN,O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
?,.,O
"""",``,O
my,PRP$,O
friend,NN,O
be,VBD,O
stand,VBG,O
with,IN,O
a,DT,O
expression,NN,O
of,IN,O
strained,JJ,O
intensity,NN,O
upon,IN,O
he,PRP$,O
face,NN,O
",",",",O
stare,VBG,O
at,IN,O
the,DT,O
railway,NN,O
metal,NNS,O
where,WRB,O
they,PRP,O
curved,JJ,O
out,IN,O
of,IN,O
the,DT,O
tunnel,NN,O
.,.,O
Aldgate,NNP,LOCATION
be,VBZ,O
a,DT,O
junction,NN,O
",",",",O
and,CC,O
there,EX,O
be,VBD,O
a,DT,O
network,NN,O
of,IN,O
point,NNS,O
.,.,O
on,IN,O
these,DT,O
he,PRP$,O
eager,JJ,O
",",",",O
question,VBG,O
eye,NNS,O
be,VBD,O
fix,VBN,O
",",",",O
and,CC,O
I,PRP,O
see,VBD,O
on,IN,O
he,PRP$,O
keen,JJ,O
",",",",O
alert,JJ,O
face,NN,O
that,WDT,O
tightening,NN,O
of,IN,O
the,DT,O
lip,NNS,O
",",",",O
that,IN,O
quiver,NN,O
of,IN,O
the,DT,O
nostril,NNS,O
",",",",O
and,CC,O
concentration,NN,O
of,IN,O
the,DT,O
heavy,JJ,O
",",",",O
tufted,JJ,O
brow,NNS,O
which,WDT,O
I,PRP,O
know,VBD,O
so,RB,O
well,RB,O
.,.,O
"""",``,O
point,NNS,O
",",",",O
"""",'',O
he,PRP,O
mutter,VBD,O
;,:,O
"""",``,O
the,DT,O
point,NNS,O
.,.,O
"""",'',O
"""",``,O
what,WP,O
of,IN,O
it,PRP,O
?,.,O
what,WP,O
do,VBP,O
you,PRP,O
mean,VB,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
suppose,VBP,O
there,EX,O
be,VBP,O
no,DT,O
great,JJ,O
number,NN,O
of,IN,O
point,NNS,O
on,IN,O
a,DT,O
system,NN,O
such,JJ,O
as,IN,O
this,DT,O
?,.,O
"""",``,O
"""",``,O
no,DT,O
;,:,O
they,PRP,O
be,VBP,O
very,RB,O
few,JJ,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
a,DT,O
curve,NN,O
",",",",O
too,RB,O
.,.,O
point,NNS,O
",",",",O
and,CC,O
a,DT,O
curve,NN,O
.,.,O
by,IN,O
Jove,NNP,PERSON
!,.,O
if,IN,O
it,PRP,O
be,VBD,O
only,RB,O
so,RB,O
.,.,O
"""",``,O
"""",``,O
what,WP,O
be,VBZ,O
it,PRP,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
?,.,O
have,VBP,O
you,PRP,O
a,DT,O
clue,NN,O
?,.,O
"""",``,O
"""",``,O
a,DT,O
idea,NN,O
--,:,O
a,DT,O
indication,NN,O
",",",",O
no,DT,O
more,JJR,O
.,.,O
but,CC,O
the,DT,O
case,NN,O
certainly,RB,O
grow,VBZ,O
in,IN,O
interest,NN,O
.,.,O
unique,JJ,O
",",",",O
perfectly,RB,O
unique,JJ,O
",",",",O
and,CC,O
yet,RB,O
why,WRB,O
not,RB,O
?,.,O
I,PRP,O
do,VBP,O
not,RB,O
see,VB,O
any,DT,O
indication,NNS,O
of,IN,O
bleeding,NN,O
on,IN,O
the,DT,O
line,NN,O
.,.,O
"""",``,O
"""",``,O
there,EX,O
be,VBD,O
hardly,RB,O
any,DT,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
I,PRP,O
understand,VBP,O
that,IN,O
there,EX,O
be,VBD,O
a,DT,O
considerable,JJ,O
wound,NN,O
.,.,O
"""",``,O
"""",``,O
the,DT,O
bone,NN,O
be,VBD,O
crush,VBN,O
",",",",O
but,CC,O
there,EX,O
be,VBD,O
no,DT,O
great,JJ,O
external,JJ,O
injury,NN,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
yet,RB,O
one,PRP,O
would,MD,O
have,VB,O
expect,VBN,O
some,DT,O
bleeding,NN,O
.,.,O
would,MD,O
it,PRP,O
be,VB,O
possible,JJ,O
for,IN,O
I,PRP,O
to,TO,O
inspect,VB,O
the,DT,O
train,NN,O
which,WDT,O
contain,VBD,O
the,DT,O
passenger,NN,O
who,WP,O
hear,VBD,O
the,DT,O
thud,NN,O
of,IN,O
a,DT,O
fall,NN,O
in,IN,O
the,DT,O
fog,NN,O
?,.,O
"""",``,O
"""",``,O
I,PRP,O
fear,VBP,O
not,RB,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
.,.,O
the,DT,O
train,NN,O
have,VBZ,O
be,VBN,O
break,VBN,O
up,RP,O
before,IN,O
now,RB,O
",",",",O
and,CC,O
the,DT,O
carriage,NNS,O
redistribute,VBD,O
.,.,O
"""",``,O
"""",``,O
I,PRP,O
can,MD,O
assure,VB,O
you,PRP,O
",",",",O
Mr.,NNP,PERSON
Holmes,NNP,PERSON
",",",",O
"""",'',O
say,VBD,O
Lestrade,NNP,PERSON
",",",",O
"""",'',O
that,IN,O
every,DT,O
carriage,NN,O
have,VBZ,O
be,VBN,O
carefully,RB,O
examine,VBN,O
.,.,O
I,PRP,O
see,VBD,O
to,IN,O
it,PRP,O
myself,PRP,O
.,.,O
"""",``,O
it,PRP,O
be,VBD,O
one,CD,O
of,IN,O
my,PRP$,O
friend,NN,O
's,POS,O
most,RBS,O
obvious,JJ,O
weakness,NNS,O
that,WDT,O
he,PRP,O
be,VBD,O
impatient,JJ,O
with,IN,O
less,JJR,O
alert,JJ,O
intelligence,NNS,O
than,IN,O
he,PRP$,O
own,JJ,O
.,.,O
"""",'',O
very,RB,O
likely,RB,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
",",",",O
turn,VBG,O
away,RB,O
.,.,O
"""",'',O
as,IN,O
it,PRP,O
happen,VBZ,O
",",",",O
it,PRP,O
be,VBD,O
not,RB,O
the,DT,O
carriage,NNS,O
which,WDT,O
I,PRP,O
desire,VBD,O
to,TO,O
examine,VB,O
.,.,O
Watson,NNP,PERSON
",",",",O
we,PRP,O
have,VBP,O
do,VBN,O
all,DT,O
we,PRP,O
can,MD,O
here,RB,O
.,.,O
we,PRP,O
need,VBP,O
not,RB,O
trouble,NN,O
you,PRP,O
any,DT,O
further,RB,O
",",",",O
Mr.,NNP,PERSON
Lestrade,NNP,PERSON
.,.,O
I,PRP,O
think,VBP,O
we,PRP$,O
investigation,NNS,O
must,MD,O
now,RB,O
carry,VB,O
we,PRP,O
to,TO,O
Woolwich,NNP,ORGANIZATION
.,.,O
"""",``,O
at,IN,O
London,NNP,LOCATION
Bridge,NNP,LOCATION
",",",",O
Holmes,NNP,PERSON
write,VBD,O
a,DT,O
telegram,NN,O
to,IN,O
he,PRP$,O
brother,NN,O
",",",",O
which,WDT,O
he,PRP,O
hand,VBD,O
to,IN,O
I,PRP,O
before,IN,O
dispatch,VBG,O
it,PRP,O
.,.,O
it,PRP,O
run,VBD,O
thus,RB,O
:,:,O
see,VB,O
some,DT,O
light,NN,O
in,IN,O
the,DT,O
darkness,NN,O
",",",",O
but,CC,O
it,PRP,O
may,MD,O
possibly,RB,O
flicker,VB,O
out,RP,O
.,.,O
meanwhile,RB,O
",",",",O
please,UH,O
send,VB,O
by,IN,O
messenger,NN,O
",",",",O
to,TO,O
await,VB,O
return,NN,O
at,IN,O
Baker,NNP,LOCATION
Street,NNP,LOCATION
",",",",O
a,DT,O
complete,JJ,O
list,NN,O
of,IN,O
all,DT,O
foreign,JJ,O
spy,NNS,O
or,CC,O
international,JJ,O
agent,NNS,O
know,VBN,O
to,TO,O
be,VB,O
in,IN,O
England,NNP,LOCATION
",",",",O
with,IN,O
full,JJ,O
address,NN,O
.,.,O
Sherlock,NNP,PERSON
.,.,O
"""",``,O
that,DT,O
should,MD,O
be,VB,O
helpful,JJ,O
",",",",O
Watson,NNP,PERSON
",",",",O
"""",'',O
he,PRP,O
remark,VBD,O
as,IN,O
we,PRP,O
take,VBD,O
we,PRP$,O
seat,NNS,O
in,IN,O
the,DT,O
Woolwich,NNP,ORGANIZATION
train,NN,O
.,.,O
"""",``,O
we,PRP,O
certainly,RB,O
owe,VBP,O
Brother,NNP,O
Mycroft,NNP,PERSON
a,DT,O
debt,NN,O
for,IN,O
have,VBG,O
introduce,VBN,O
we,PRP,O
to,IN,O
what,WP,O
promise,VBZ,O
to,TO,O
be,VB,O
a,DT,O
really,RB,O
very,RB,O
remarkable,JJ,O
case,NN,O
.,.,O
"""",'',O
he,PRP$,O
eager,JJ,O
face,NN,O
still,RB,O
wear,VBD,O
that,IN,O
expression,NN,O
of,IN,O
intense,JJ,O
and,CC,O
high,JJ,O
-,HYPH,O
string,VBN,O
energy,NN,O
",",",",O
which,WDT,O
show,VBD,O
I,PRP,O
that,IN,O
some,DT,O
novel,JJ,O
and,CC,O
suggestive,JJ,O
circumstance,NN,O
have,VBD,O
open,VBN,O
up,RP,O
a,DT,O
stimulate,VBG,O
line,NN,O
of,IN,O
thought,NN,O
.,.,O
see,VB,O
the,DT,O
foxhound,NN,O
with,IN,O
hang,VBG,O
ear,NNS,O
and,CC,O
droop,VBG,O
tail,NN,O
as,IN,O
it,PRP,O
loll,VBZ,O
about,IN,O
the,DT,O
kennel,NNS,O
",",",",O
and,CC,O
compare,VB,O
it,PRP,O
with,IN,O
the,DT,O
same,JJ,O
hound,NN,O
as,IN,O
",",",",O
with,IN,O
gleam,VBG,O
eye,NNS,O
and,CC,O
strain,VBG,O
muscle,NNS,O
",",",",O
it,PRP,O
run,VBZ,O
upon,IN,O
a,DT,O
breast,NN,O
-,HYPH,O
high,JJ,O
scent,NN,O
--,:,O
such,JJ,O
be,VBD,O
the,DT,O
change,NN,O
in,IN,O
Holmes,NNP,PERSON
since,IN,O
the,DT,O
morning,NN,TIME
.,.,O
he,PRP,O
be,VBD,O
a,DT,O
different,JJ,O
man,NN,O
from,IN,O
the,DT,O
limp,JJ,O
and,CC,O
lounging,JJ,O
figure,NN,O
in,IN,O
the,DT,O
mouse,NN,O
-,HYPH,O
colour,VBN,O
dressing,NN,O
-,HYPH,O
gown,NN,O
who,WP,O
have,VBD,O
prowl,VBN,O
so,RB,O
restlessly,RB,O
only,RB,O
a,DT,O
few,JJ,O
hour,NNS,O
before,IN,O
round,NN,O
the,DT,O
fog,NN,O
-,HYPH,O
girt,NN,O
room,NN,O
.,.,O
"""",``,O
there,EX,O
be,VBZ,O
material,NN,O
here,RB,O
.,.,O
there,EX,O
be,VBZ,O
scope,NN,O
",",",",O
"""",'',O
say,VBD,O
he,PRP,O
.,.,O
"""",'',O
I,PRP,O
be,VBP,O
dull,JJ,O
indeed,RB,O
not,RB,O
to,TO,O
have,VB,O
understand,VBN,O
its,PRP$,O
possibility,NNS,O
.,.,O
"""",``,O
"""",``,O
even,RB,O
now,RB,O
they,PRP,O
be,VBP,O
dark,JJ,O
to,IN,O
I,PRP,O
.,.,O
"""",``,O
"""",``,O
the,DT,O
end,NN,O
be,VBZ,O
dark,JJ,O
to,IN,O
I,PRP,O
also,RB,O
",",",",O
but,CC,O
I,PRP,O
have,VBP,O
hold,NN,O
of,IN,O
one,CD,O
idea,NN,O
which,WDT,O
may,MD,O
lead,VB,O
we,PRP,O
far,RB,O
.,.,O
the,DT,O
man,NN,O
meet,VBD,O
he,PRP$,O
death,NN,O
elsewhere,RB,O
",",",",O
and,CC,O
he,PRP$,O
body,NN,O
be,VBD,O
on,IN,O
the,DT,O
roof,NN,O
of,IN,O
a,DT,O
carriage,NN,O
.,.,O
"""",``,O
"""",``,O
on,IN,O
the,DT,O
roof,NN,O
!,.,O
"""",``,O
"""",``,O
remarkable,JJ,O
",",",",O
be,VBZ,O
it,PRP,O
not,RB,O
?,.,O
but,CC,O
consider,VB,O
the,DT,O
fact,NNS,O
.,.,O
be,VBZ,O
it,PRP,O
a,DT,O
coincidence,NN,O
that,IN,O
it,PRP,O
be,VBZ,O
find,VBN,O
at,IN,O
the,DT,O
very,RB,O
point,NN,O
where,WRB,O
the,DT,O
train,NN,O
pitch,NNS,O
and,CC,O
sway,VBZ,O
as,IN,O
it,PRP,O
come,VBZ,O
round,RB,O
on,IN,O
the,DT,O
point,NNS,O
?,.,O
be,VBZ,O
not,RB,O
that,IN,O
the,DT,O
place,NN,O
where,WRB,O
a,DT,O
object,NN,O
upon,IN,O
the,DT,O
roof,NN,O
might,MD,O
be,VB,O
expect,VBN,O
to,TO,O
fall,VB,O
off,RP,O
?,.,O
the,DT,O
point,NNS,O
would,MD,O
affect,VB,O
no,DT,O
object,NN,O
inside,IN,O
the,DT,O
train,NN,O
.,.,O
either,CC,O
the,DT,O
body,NN,O
fall,VBD,O
from,IN,O
the,DT,O
roof,NN,O
",",",",O
or,CC,O
a,DT,O
very,RB,O
curious,JJ,O
coincidence,NN,O
have,VBZ,O
occur,VBN,O
.,.,O
but,CC,O
now,RB,O
consider,VBP,O
the,DT,O
question,NN,O
of,IN,O
the,DT,O
blood,NN,O
.,.,O
of,RB,O
course,RB,O
",",",",O
there,EX,O
be,VBD,O
no,DT,O
bleeding,NN,O
on,IN,O
the,DT,O
line,NN,O
if,IN,O
the,DT,O
body,NN,O
have,VBD,O
bleed,VBN,O
elsewhere,RB,O
.,.,O
each,DT,O
fact,NN,O
be,VBZ,O
suggestive,JJ,O
in,IN,O
itself,PRP,O
.,.,O
together,RB,O
they,PRP,O
have,VBP,O
a,DT,O
cumulative,JJ,O
force,NN,O
.,.,O
"""",``,O
"""",``,O
and,CC,O
the,DT,O
ticket,NN,O
",",",",O
too,RB,O
!,.,O
"""",``,O
I,PRP,O
cry,VBD,O
.,.,O
"""",'',O
exactly,RB,O
.,.,O
we,PRP,O
could,MD,O
not,RB,O
explain,VB,O
the,DT,O
absence,NN,O
of,IN,O
a,DT,O
ticket,NN,O
.,.,O
this,DT,O
would,MD,O
explain,VB,O
it,PRP,O
.,.,O
everything,NN,O
fit,VBZ,O
together,RB,O
.,.,O
"""",``,O
"""",``,O
but,CC,O
suppose,VB,O
it,PRP,O
be,VBD,O
so,RB,O
",",",",O
we,PRP,O
be,VBP,O
still,RB,O
as,RB,O
far,RB,O
as,IN,O
ever,RB,O
from,IN,O
unravel,VBG,O
the,DT,O
mystery,NN,O
of,IN,O
he,PRP$,O
death,NN,O
.,.,O
indeed,RB,O
",",",",O
it,PRP,O
become,VBZ,O
not,RB,O
simpler,JJR,O
but,CC,O
stranger,NN,O
.,.,O
"""",``,O
"""",``,O
perhaps,RB,O
",",",",O
"""",'',O
say,VBD,O
Holmes,NNP,PERSON
",",",",O
thoughtfully,RB,O
",",",",O
"""",``,O
perhaps,RB,O
.,.,O
"""",``,O
he,PRP,O
relapse,VBD,O
into,IN,O
a,DT,O
silent,JJ,O
reverie,NN,O
",",",",O
which,WDT,O
last,VBD,O
until,IN,O
the,DT,O
slow,JJ,O
train,NN,O
draw,VBD,O
up,RP,O
at,IN,O
last,JJ,O
in,IN,O
Woolwich,NNP,LOCATION
Station,NNP,LOCATION
.,.,O
there,RB,O
he,PRP,O
call,VBD,O
a,DT,O
cab,NN,O
and,CC,O
draw,VBD,O
Mycroft,NNP,PERSON
's,POS,O
paper,NN,O
from,IN,O
he,PRP$,O
pocket,NN,O
.,.,O
"""",``,O
we,PRP,O
have,VBP,O
quite,PDT,O
a,DT,O
little,JJ,O
round,NN,O
of,IN,O
afternoon,NN,O
call,VBZ,O
