docTokenBegin,text,ner,nerConfidences
8308,him,PERSON,
8323,Bennett,PERSON,{'PERSON': 0.98665039236372}
8362,European,MISC,{'MISC': 0.99993349421459}
8355,his,PERSON,
8361,his,PERSON,
8368,his,PERSON,
8378,Holmes,PERSON,{'PERSON': 0.98687879174873}
8417,Mr. Bennett,PERSON,
8420,Macphail,PERSON,{'PERSON': 0.98760015338859}
8506,Commercial Road,MISC,{'MISC': 0.68671200125918}
8530,Presbury,PERSON,{'PERSON': 0.84944336921026}
8554,Austrian,MISC,{'MISC': 0.99999978667219}
8560,Prague,LOCATION,{'LOCATION': 0.98644041172766}
8571,Holmes,PERSON,{'PERSON': 0.99630749718263}
8573,he,PERSON,
8668,Langur,MISC,{'MISC': 0.61366629404484}
8714,England,LOCATION,{'LOCATION': 0.99987908573732}
8717,Dorak,PERSON,{'PERSON': 0.7437260558427}
8734,H. Lowenstein,PERSON,{'PERSON': 0.99973424431199}
8737,Lowenstein,PERSON,{'PERSON': 0.97329967561201}
8777,Lowenstein,PERSON,{'PERSON': 0.9962048939546}
8779,Prague,LOCATION,{'LOCATION': 0.98884490432153}
8781,Lowenstein,PERSON,{'PERSON': 0.99357308173723}
8795,he,PERSON,
8812,Bennett,PERSON,{'PERSON': 0.99798089068109}
8825,Langur,MISC,{'MISC': 0.61681213028201}
8842,Himalayan,MISC,{'MISC': 0.99895764934793}
8829,he,PERSON,
8865,Mr. Holmes,PERSON,
8890,Holmes,PERSON,{'PERSON': 0.95894141323337}
8911,he,PERSON,
8915,his,PERSON,
8951,he,PERSON,
8960,He,PERSON,
8970,his,PERSON,
8990,him,PERSON,
8994,him,PERSON,
9001,he,PERSON,
9037,Watson,PERSON,{'PERSON': 0.96439619798156}
9094,Holmes,PERSON,{'PERSON': 0.92204214304289}
9103,his,PERSON,
9117,Mr. Bennett,PERSON,
9150,His,PERSON,
9166,Roy,PERSON,{'PERSON': 0.98727454295347}
9177,Roy,PERSON,{'PERSON': 0.95555182278153}
9202,him,PERSON,
9218,Watson,LOCATION,{'LOCATION': 0.64692240096096}
9235,Chequers,LOCATION,{'LOCATION': 0.81386210052973}
