docTokenBegin,text,ner,nerConfidences
8247,Harding Brothers,ORGANIZATION,{'ORGANIZATION': 0.72309106948572}
8261,he,PERSON,
8279,he,PERSON,
8292,he,PERSON,
8349,Mr. Sandeford,PERSON,
8378,Mr. Holmes,PERSON,
8401,He,PERSON,
8403,his,PERSON,
8432,Holmes,PERSON,{'PERSON': 0.99562574808337}
8437,his,PERSON,
8458,Mr. Sandeford,PERSON,
8512,Mr. Sandeford,PERSON,
8535,Sherlock Holmes,PERSON,{'PERSON': 0.99543105647916}
8547,He,PERSON,
8566,he,PERSON,
8568,his,PERSON,
8591,Napoleon,PERSON,{'PERSON': 0.99250588713115}
8582,he,PERSON,
8585,his,PERSON,
8609,Holmes,PERSON,{'PERSON': 0.98794859474782}
8627,he,PERSON,
8653,he,PERSON,
8671,Lestrade,PERSON,{'PERSON': 0.62640985005824}
8710,Holmes,PERSON,{'PERSON': 0.95286957567445}
8716,he,PERSON,
8729,his,PERSON,
8741,he,PERSON,
8751,his,PERSON,
8836,Colonna,PERSON,{'PERSON': 0.97275027406784}
8841,Dacre Hotel,LOCATION,{'LOCATION': 0.65264248148097}
8862,Napoleon,PERSON,{'PERSON': 0.64604674083734}
8867,Gelder & Co.,ORGANIZATION,{'ORGANIZATION': 0.9575309359883}
8872,Stepney,PERSON,{'PERSON': 0.85507600124382}
8798,he,PERSON,
8878,Lestrade,PERSON,{'LOCATION': 0.40212855158422}
8897,London,LOCATION,{'LOCATION': 0.99788099771368}
8934,Italian,MISC,{'MISC': 0.99999993045492}
8946,London,LOCATION,{'LOCATION': 0.99942514996257}
8941,she,PERSON,
8963,Lucretia Venucci,PERSON,{'PERSON': 0.99782234657872}
8976,Pietro,PERSON,{'PERSON': 0.84143681291327}
9035,Gelder & Co.,ORGANIZATION,{'ORGANIZATION': 0.99420569616428}
9082,Beppo,PERSON,{'PERSON': 0.88696555585739}
9087,his,PERSON,
9096,Pietro,LOCATION,{'LOCATION': 0.72343789665065}
9102,Pietro,PERSON,{'PERSON': 0.98107413858748}
9115,Pietro,PERSON,{'PERSON': 0.81409806804453}
9090,He,PERSON,
9098,he,PERSON,
9106,he,PERSON,
9117,his,PERSON,
9139,he,PERSON,
9153,his,PERSON,
9156,he,PERSON,
9163,He,PERSON,
9170,he,PERSON,
9174,he,PERSON,
9177,he,PERSON,
9198,him,PERSON,
9200,he,PERSON,
9208,Napoleon,PERSON,{'PERSON': 0.97228181361444}
9225,Beppo,PERSON,{'PERSON': 0.40727153943251}
9273,Beppo,PERSON,{'PERSON': 0.93472848659785}
9292,London,LOCATION,{'LOCATION': 0.98739625244389}
9286,his,PERSON,
9294,He,PERSON,
9300,his,PERSON,
9308,he,PERSON,
9315,him,PERSON,
9344,Beppo,PERSON,{'PERSON': 0.90384867866489}
9350,he,PERSON,
9352,his,PERSON,
9366,Gelder,PERSON,{'PERSON': 0.95628529823411}
9367,he,PERSON,
9385,Morse Hudson,PERSON,{'PERSON': 0.94746768809676}
9379,He,PERSON,
9411,Italian,MISC,{'MISC': 0.99999842590857}
9414,he,PERSON,
9431,Harker,PERSON,{'PERSON': 0.93957476248971}
9444,Beppo,ORGANIZATION,{'ORGANIZATION': 0.80985844806557}
9435,he,PERSON,
9439,his,PERSON,
9454,he,PERSON,
9456,him,PERSON,
9466,he,PERSON,
9468,his,PERSON,
9472,he,PERSON,
9474,his,PERSON,
9487,him,PERSON,
9489,he,PERSON,
9494,him,PERSON,
9514,Beppo,PERSON,{'PERSON': 0.50451549322893}
9521,his,PERSON,
9524,He,PERSON,
9532,his,PERSON,
9537,he,PERSON,
9546,him,PERSON,
9563,Harker,PERSON,{'PERSON': 0.96308561316391}
9556,he,PERSON,
9587,he,PERSON,
9594,he,PERSON,
9618,Harker,PERSON,{'PERSON': 0.97638546859117}
9659,London,LOCATION,{'LOCATION': 0.97916139534891}
9654,he,PERSON,
9703,Borgia,PERSON,{'PERSON': 0.91176076519324}
9771,Lestrade,PERSON,{'PERSON': 0.85663459517691}
9784,Mr. Holmes,PERSON,
9810,Scotland Yard,LOCATION,{'LOCATION': 0.55878521792767}
9866,Holmes,PERSON,{'PERSON': 0.98770483246369}
9875,he,PERSON,
9883,he,PERSON,
9898,him,PERSON,
9903,he,PERSON,
9921,Watson,PERSON,{'PERSON': 0.91760861837691}
9935,Conk-Singleton,LOCATION,{'LOCATION': 0.46923841676}
9925,he,PERSON,
9945,Lestrade,PERSON,{'PERSON': 0.42853180063147}
